"Fixed Acidity","pH","Alcohol","Quality","Type"
7.8,3.09,10.2,"Medium","White"
5.8,3.19,9.2,"Medium","White"
7.8,3.26,11.3,"Medium","White"
6.6,3.12,8.8,"Medium","White"
6.6,3.16,9.3,"Medium","White"
6.6,3.17,9.4,"Medium","White"
6.7,3.23,10.3,"Medium","White"
6.7,2.92,10.8,"Medium","White"
7.9,3.15,8.8,"Medium","White"
8.1,3.27,9,"Medium","White"
6.5,3.41,11.5,"High","White"
7.8,3.25,10.8,"Medium","White"
8.8,2.95,11.8,"Medium","White"
7.9,3.12,10.5,"Medium","White"
7.1,3.14,9.9,"Medium","White"
7.8,3.2,9.8,"Medium","White"
7,3.4,11.4,"Medium","White"
6.6,3.2,9.3,"Medium","White"
6.6,3.2,9.3,"Medium","White"
6.8,3.3,10.3,"Medium","White"
6.2,3.17,8.9,"Medium","White"
7,3.4,11.4,"Medium","White"
7.3,3.11,11.1,"Medium","White"
6.2,3.36,10.4,"Medium","White"
6.4,3.33,10.1,"Medium","White"
7.6,3.22,9,"Medium","White"
6.3,3.74,11.9,"Medium","White"
7.2,3.12,9,"Medium","White"
7.2,3.12,9,"Medium","White"
7.3,3.06,9.1,"Medium","White"
7.2,3.12,9,"Medium","White"
7.4,3.46,10,"Medium","White"
7.3,3.06,9.1,"Medium","White"
6.7,3.55,9.4,"Low","White"
7.1,3.27,11.4,"Medium","White"
9,3.11,9.7,"Medium","White"
7.2,3.12,9,"Medium","White"
7,3.28,11.8,"Medium","White"
6.7,3.25,10.2,"Medium","White"
7.7,3.37,9.2,"Medium","White"
7.2,3.25,11,"Medium","White"
8.5,3.08,10,"Medium","White"
6.9,3.32,12.2,"Medium","White"
7,3.28,11.8,"Medium","White"
6.3,3.38,11.6,"Medium","White"
6.7,3.44,10.2,"Medium","White"
7.9,3.14,10.3,"Medium","White"
6.5,3.25,8.6,"Medium","White"
6.7,3.16,9.6,"Medium","White"
6.7,3.16,9.6,"Medium","White"
6.6,3.41,11.3,"Medium","White"
6.4,3.41,9.9,"Medium","White"
6.8,3.45,9.6,"Medium","White"
7,3.36,10.6,"Medium","White"
6.8,3.44,9.8,"Medium","White"
8.1,3.08,10.5,"Medium","White"
7,3.24,10.8,"Medium","White"
7.9,3.22,10,"Medium","White"
6.6,3.3,10.1,"Medium","White"
6.8,3.07,9.4,"Medium","White"
6.5,3.32,11.5,"High","White"
7,3.26,10.8,"Medium","White"
6.8,3.1,9.9,"Medium","White"
9.3,3.16,9,"Medium","White"
5.8,3.38,9.4,"Medium","White"
7.6,3.46,10.8,"Medium","White"
8.2,3.5,10.9,"Medium","White"
7.5,3.24,12,"Medium","White"
6.5,3.32,11.5,"High","White"
7,3.47,10.5,"Medium","White"
6.9,3.29,9.3,"Medium","White"
7,3.23,11.8,"Medium","White"
7.6,3.48,10,"Medium","White"
6.8,3.07,9.4,"Medium","White"
7.5,3.2,11.4,"Medium","White"
9.2,2.94,10.4,"Medium","White"
8.7,3.36,9.5,"Medium","White"
6.6,3.14,11.9,"Medium","White"
8.1,2.99,11.1,"Medium","White"
6.9,3.39,9.6,"Medium","White"
8,3.29,12,"Medium","White"
6.1,3.14,8.7,"Medium","White"
6.9,3.39,9.6,"Medium","White"
7.5,3.24,10,"Medium","White"
8.4,2.91,11.4,"Medium","White"
6.6,3.14,9.6,"Medium","White"
7.7,3.18,12.9,"Medium","White"
6.3,3.14,9.7,"Medium","White"
8.3,3.23,9.3,"Medium","White"
6.6,3.1,9.1,"Medium","White"
6.1,3.16,8.6,"Medium","White"
7.5,3.14,9.9,"Medium","White"
8.3,3.23,9.3,"Medium","White"
8,3.28,10.9,"Medium","White"
6.1,3.2,10.2,"Medium","White"
7.4,3.11,9.7,"Medium","White"
6.7,3.38,11.4,"Medium","White"
6.1,3.24,9.5,"Medium","White"
7.4,3.42,10.2,"Medium","White"
6.4,3.31,11.1,"Medium","White"
6.3,3.14,9.7,"Medium","White"
6.7,3.22,9.3,"Medium","White"
6.9,3.17,8.8,"Medium","White"
9.6,2.8,10.6,"Medium","White"
6.6,3.17,9.3,"Medium","White"
6.4,3.31,10.2,"Medium","White"
8,3.16,10.2,"Medium","White"
6.4,3.46,11,"Medium","White"
7.3,3.4,9.6,"Medium","White"
6.7,3.22,9.3,"Medium","White"
6.9,3.17,8.8,"Medium","White"
6.6,3.17,8.8,"Medium","White"
7.4,3.28,8.9,"Medium","White"
6.6,3.17,10,"Medium","White"
7.7,3.16,12.2,"Medium","White"
7.8,3.04,10.9,"Medium","White"
6.5,3.34,9.5,"Medium","White"
7.8,3.04,10.9,"Medium","White"
7.8,3.04,10.9,"Medium","White"
6.9,3.16,10.8,"Medium","White"
7.7,3.24,12,"Medium","White"
6.6,3.56,9.8,"Medium","White"
6.5,3.34,9.5,"Medium","White"
6.4,3.42,11,"High","White"
6.4,3.42,11,"High","White"
8.4,3.24,9.8,"Medium","White"
6.1,3.49,10.5,"Medium","White"
8.5,3.05,11.4,"Medium","White"
8.7,3.27,10.1,"Medium","White"
6.7,3.33,11.6,"Medium","White"
8.5,3.05,11.4,"Medium","White"
7.4,3.07,11.8,"Medium","White"
7.2,3.33,12.1,"Medium","White"
8.2,3.16,12,"Medium","White"
7.8,3.08,12.1,"Medium","White"
9.4,3.15,9.1,"Medium","White"
6.4,3.36,9.3,"Medium","White"
7.8,3.2,10.4,"Medium","White"
7.4,3.27,9.1,"Medium","White"
6.6,3.32,9.4,"Medium","White"
6.7,3.16,9.6,"Medium","White"
7.1,3.19,12,"Medium","White"
6.9,3.27,11.3,"High","White"
6.8,3.06,8.7,"Medium","White"
6.4,3.39,9.9,"Medium","White"
7.6,3.08,9.3,"Medium","White"
9.4,3.07,9.5,"Medium","White"
6.8,3.06,8.7,"Medium","White"
6.4,3.39,9.9,"Medium","White"
7.6,3.08,9.3,"Medium","White"
7.5,3.16,9.4,"Medium","White"
7.6,3.15,9.4,"Medium","White"
8.8,3.28,8.8,"Medium","White"
7.5,3.16,9.4,"Medium","White"
8.8,3.28,8.8,"Medium","White"
6.6,3.18,9.9,"Medium","White"
7.6,3.15,9.4,"Medium","White"
5.6,3.29,12.6,"Medium","White"
7.2,3.19,11.1,"Medium","White"
8.2,3,12.8,"Medium","White"
6.8,3.09,12,"Medium","White"
6.7,3.36,12,"Medium","White"
7.2,3.19,9.2,"Medium","White"
6,3.38,12.3,"Medium","White"
6.8,3.19,13,"Medium","White"
6.8,3.09,12,"Medium","White"
7.4,3.07,10.9,"Medium","White"
8.2,3,12.8,"Medium","White"
7.3,3.36,10,"Medium","White"
6.5,3.22,9,"Medium","White"
7.1,3.42,10.4,"Medium","White"
6.5,3.22,9,"Medium","White"
7.3,3.36,10,"Medium","White"
7.3,3.36,10,"Medium","White"
7.7,3.12,11.3,"Medium","White"
7.7,3.12,11.3,"Medium","White"
7.4,3.13,12,"Medium","White"
7.7,3.12,11.3,"Medium","White"
7.4,3.13,12,"Medium","White"
6.4,3.6,10.6,"Medium","White"
8,2.99,9.3,"Medium","White"
7,3.04,9.4,"Medium","White"
7.2,3.27,11,"Medium","White"
6.5,3.44,9.3,"Medium","White"
7,3.04,9.4,"Medium","White"
6.9,3.42,10.5,"Medium","White"
7.2,3.27,11,"Medium","White"
8.2,3.07,9.5,"Medium","White"
8.3,3.33,11.2,"Medium","White"
6.1,3.29,12.3,"Medium","White"
7.4,3.27,9,"Medium","White"
7.6,3.07,9,"Medium","White"
7.4,3.27,9,"Medium","White"
8.7,2.98,9,"Medium","White"
7,3.25,11.4,"Medium","White"
7.1,3.2,11,"Medium","White"
6.1,3.29,12.3,"Medium","White"
6.4,3.6,10.4,"Medium","White"
8.3,3.28,10.3,"Medium","White"
6.8,3.29,10.5,"Medium","White"
8,3.14,9.8,"Medium","White"
10,3.11,10,"Medium","White"
8.9,3.14,9.7,"Medium","White"
8.9,3.13,9.7,"Medium","White"
8,3.14,9.8,"Medium","White"
6.7,3.32,10.5,"Medium","White"
7.8,3.14,10,"Medium","White"
7.3,3.24,11.5,"Medium","White"
6.6,3.24,9.5,"Medium","White"
7.1,3.43,10.5,"Medium","White"
7.6,3.12,10.2,"Medium","White"
7.6,3.34,9.8,"Medium","White"
6.9,3.1,11.6,"Medium","White"
7.4,3.15,11.8,"Medium","White"
8.2,3.04,10.1,"Medium","White"
6.3,3.31,10.3,"Medium","White"
7,3.34,10.4,"Medium","White"
5.8,3.09,8.9,"Medium","White"
5.8,3.09,8.9,"Medium","White"
7.9,3.06,10.8,"Medium","White"
6.6,3.38,9.2,"Medium","White"
8,3.18,9.6,"Medium","White"
8,3.08,10.4,"Medium","White"
8,3.03,8.7,"Medium","White"
7.2,3.06,9.2,"Medium","White"
7.7,3.18,9.2,"Medium","White"
7.2,3.06,9.2,"Medium","White"
7.7,3.18,9.2,"Medium","White"
7.7,3.18,9.2,"Medium","White"
6.4,3.4,10.2,"Medium","White"
7.2,3.06,9.2,"Medium","White"
7,3.2,9,"Medium","White"
7.3,3.37,9.7,"Medium","White"
7.2,3.34,9.6,"Medium","White"
7.6,3.14,10,"Medium","White"
7.7,3.18,9.2,"Medium","White"
7.6,3.18,9.1,"Medium","White"
6.8,3.3,8.7,"Medium","White"
6.8,3.3,8.7,"Medium","White"
6.8,3.14,9.5,"Medium","White"
7.9,2.93,9.5,"Medium","White"
7.5,2.9,8.9,"Medium","White"
7.5,2.9,8.9,"Medium","White"
7.2,3.29,9.9,"Medium","White"
6.7,3.29,12.6,"Medium","White"
10,2.72,9.7,"Medium","White"
7.4,2.96,10.4,"Medium","White"
8.8,2.93,9.1,"Medium","White"
7.8,3.01,10.4,"Medium","White"
7.9,2.93,9.5,"Medium","White"
7.5,2.9,8.9,"Medium","White"
6,3.16,10.6,"Medium","White"
7.9,3.12,12,"Medium","White"
7.2,2.93,12.5,"Medium","White"
7.6,3.21,9.6,"Medium","White"
6.6,3.08,9.2,"Medium","White"
7.1,3.04,9.9,"Medium","White"
7.9,2.96,11.7,"Medium","White"
8.3,3.09,9.6,"Medium","White"
6.8,3,12,"Medium","White"
7.2,2.93,12.5,"Medium","White"
6.6,3.08,9.2,"Medium","White"
7.1,3.04,9.9,"Medium","White"
6.6,3.17,8.9,"Medium","White"
7.3,3.24,9,"Medium","White"
8.1,3.03,10.2,"Medium","White"
7.6,3.21,9.6,"Medium","White"
7,3.29,9.4,"Medium","White"
8.2,2.97,10.4,"Medium","White"
7.6,3.15,10.4,"Medium","White"
6.3,3.16,10,"Medium","White"
6.3,3.16,10,"Medium","White"
7.1,3.05,10.5,"Medium","White"
7,3.23,11.4,"Medium","White"
8.8,3.08,10.2,"Medium","White"
9.2,3.04,10.4,"Medium","White"
7.1,3.24,11,"Low","White"
9.2,2.89,10.1,"Medium","White"
7.2,3,9.2,"Medium","White"
6.8,3.23,10.3,"Medium","White"
8.8,3.08,10.2,"Medium","White"
9.2,3.04,10.4,"Medium","White"
7.3,3.23,11.1,"Medium","White"
7.2,3.33,9.9,"Medium","White"
6.8,3.14,9,"Medium","White"
8.3,2.93,8.6,"Medium","White"
6.8,3.14,9,"Medium","White"
8.3,2.93,8.6,"Medium","White"
6.3,3.18,9.5,"Medium","White"
6,3.02,9,"Medium","White"
8.1,2.99,10,"Medium","White"
6.4,3.6,9,"Medium","White"
5.7,3.02,9,"Medium","White"
7.2,3.34,10.2,"Medium","White"
6.7,3.04,9.6,"Medium","White"
8,2.96,9.7,"Medium","White"
9.9,3.02,10.2,"Medium","White"
8.1,3.01,13,"Medium","White"
8.1,3.37,10.8,"Medium","White"
8,2.96,9.7,"Medium","White"
6.4,2.89,9,"Medium","White"
7.2,3.37,9.9,"Medium","White"
7,3.29,9.2,"Medium","White"
7.4,2.96,8.7,"Medium","White"
8.5,2.79,10.1,"Medium","White"
8.5,2.79,10.1,"Medium","White"
9.5,2.9,9.5,"Medium","White"
8.2,3.17,9.9,"Medium","White"
7.4,2.96,8.7,"Medium","White"
6.8,3.19,9,"Medium","White"
6.8,3.03,8.6,"Medium","White"
7.4,3.12,10.5,"Medium","White"
8,3.09,9.5,"Medium","White"
7.6,3.43,10.1,"Medium","White"
6.3,3.53,11.7,"Medium","White"
8.3,3.23,10.7,"Medium","White"
6.3,3.53,11.7,"Medium","White"
7.6,3.15,9.2,"Medium","White"
7.5,3.17,8.8,"Medium","White"
7.5,3.17,8.8,"Medium","White"
6.8,3.24,9.5,"Medium","White"
6.8,3.57,10.2,"Medium","White"
8.4,3.25,9.1,"Medium","White"
7.9,3.19,10.5,"Medium","White"
7.5,3.09,9,"Medium","White"
7.6,3.14,8.9,"High","White"
7.6,3.14,8.9,"High","White"
7.6,3.14,8.9,"High","White"
7.6,3.14,8.9,"High","White"
7.6,3.14,8.9,"High","White"
8.1,3.2,9.1,"Medium","White"
7.6,3.2,10.1,"Medium","White"
8.1,3.12,10,"Medium","White"
8,3.11,9.5,"Medium","White"
7.1,3.08,12.3,"Medium","White"
6.4,3.24,9.1,"Medium","White"
7.6,3.14,8.9,"High","White"
7,3.5,9.6,"Medium","White"
7.4,3.13,11.6,"Medium","White"
7,3.34,8.8,"Medium","White"
8.4,3.34,8.9,"Medium","White"
7,3.34,8.8,"Medium","White"
8.4,3.34,8.9,"Medium","White"
8.4,3.34,8.9,"Medium","White"
7.3,3.13,9,"Medium","White"
6.8,3.19,10,"Medium","White"
6.7,3.18,10,"Medium","White"
7.6,3.36,11.1,"Medium","White"
7.4,3.13,11.6,"Medium","White"
7.4,3.42,10.6,"Medium","White"
7,3.34,8.8,"Medium","White"
8.4,3.34,8.9,"Medium","White"
5.6,3.34,10.1,"Medium","White"
7.2,3.52,10,"Medium","White"
8,3.18,12.2,"Medium","White"
7,3.23,11,"Medium","White"
7.2,3.52,10,"Medium","White"
6.8,3.37,11.1,"Medium","White"
6.6,3.22,10.4,"Medium","White"
9,2.94,11.8,"Medium","White"
6.9,3.11,10.8,"Medium","White"
6.3,3.3,12.5,"Medium","White"
9,2.94,11.8,"Medium","White"
7,3.25,11.6,"Medium","White"
6.6,3.22,10.4,"Medium","White"
7.7,3.19,11.5,"Medium","White"
6.3,3.23,10.1,"Medium","White"
7.6,3.11,9.2,"Medium","White"
6.3,3.23,10.1,"Medium","White"
8,3.07,9.2,"Medium","White"
7.5,3.08,8.9,"Medium","White"
6.4,3.09,10.1,"Medium","White"
6.9,3.13,8.9,"Medium","White"
8.9,3.1,9.7,"Medium","White"
7.6,3.11,9.2,"Medium","White"
9.5,3.06,11,"Medium","White"
7.6,3.14,10.7,"Medium","White"
6.5,3.24,10.8,"Medium","White"
7.2,3.41,9.8,"Medium","White"
7.9,3.25,11,"Medium","White"
8.8,2.97,10.4,"Medium","White"
5.7,3.8,10.2,"Medium","White"
7.6,3.14,10.7,"Medium","White"
5.5,3.34,9,"Medium","White"
8.7,3.08,10.6,"Medium","White"
6.7,3.22,9.5,"Medium","White"
5.5,3.34,9,"Medium","White"
5.6,3.34,9.2,"Medium","White"
7.4,2.97,11,"Medium","White"
5.7,3.28,9.9,"Medium","White"
8.7,3.08,10.6,"Medium","White"
8.3,3.38,9.3,"Medium","White"
6.8,3.14,9.6,"Medium","White"
6.8,3.14,9.5,"Medium","White"
6.3,3.39,9.7,"Medium","White"
11.8,2.93,9.7,"Low","White"
6.8,3.3,8.7,"Medium","White"
6.8,3.3,8.7,"Medium","White"
8.6,3.01,12.4,"Medium","White"
8.6,3.01,12.4,"Medium","White"
7.3,3.07,10.6,"Medium","White"
6.8,3.3,8.7,"Medium","White"
6.7,3.36,12,"Medium","White"
7.3,3.12,9,"Medium","White"
5.7,3.13,8.8,"Medium","White"
6.8,3.22,9.5,"Medium","White"
6.7,3.32,10.8,"Medium","White"
6.9,3.16,11.4,"Medium","White"
7.6,3.6,10.3,"Medium","White"
6.6,3.3,9.5,"Medium","White"
7.8,3.15,9.9,"Medium","White"
7.7,3.16,10.2,"Medium","White"
7.6,3.16,10.2,"Medium","White"
5.7,3.44,11,"Medium","White"
7.1,3.22,12.1,"Medium","White"
7.3,3.26,9.1,"Medium","White"
6.5,3.26,9.5,"Medium","White"
6.6,3.27,9.5,"Medium","White"
6.6,3.31,9.8,"Medium","White"
6.6,3.3,9.5,"Medium","White"
7.6,3.6,10.3,"Medium","White"
6.8,3.3,9.6,"Medium","White"
7,3.52,10.2,"Medium","White"
5.9,3.68,10.5,"Medium","White"
7.4,3.32,10.4,"Medium","White"
6.8,3.3,9.6,"Medium","White"
7.5,3.22,10.7,"Medium","White"
7.5,3.15,10.5,"Medium","White"
9.4,2.85,10.6,"Medium","White"
7.9,3.29,9.6,"Medium","White"
7.9,3.29,9.6,"Medium","White"
8.2,3.14,9.5,"Medium","White"
8.3,3.12,9.4,"Medium","White"
8.7,3.22,9.8,"Medium","White"
7.9,3.29,9.6,"Medium","White"
7.2,3.16,9.2,"Medium","White"
7.2,3.17,9.5,"Medium","White"
5.3,3.34,9.2,"Medium","White"
6.6,2.94,9.4,"Medium","White"
6.6,2.94,9.4,"Medium","White"
8.4,3.4,9.3,"Medium","White"
6.8,3.19,9.1,"Medium","White"
6.7,3.36,9.5,"Medium","White"
7.4,3.42,9.1,"Medium","White"
6,3.63,10.6,"Medium","White"
6.7,3.36,9.5,"Medium","White"
6.8,3.19,12.4,"Medium","White"
6.2,3.18,8.7,"Medium","White"
6,3.12,8.8,"Medium","White"
6,3.63,10.6,"Medium","White"
6.8,3.19,9.1,"Medium","White"
8.5,3.02,9,"Medium","White"
8.1,3.16,10.3,"Medium","White"
7.4,3.42,9.1,"Medium","White"
7.7,3.12,9.5,"Medium","White"
6.5,3.3,8.8,"Medium","White"
6.5,3.3,8.8,"Medium","White"
6.5,3.3,8.8,"Medium","White"
5.7,3.38,9.9,"Medium","White"
7.7,3.12,9.5,"Medium","White"
6.5,3.3,8.8,"Medium","White"
6.8,3.14,11.7,"Medium","White"
7.7,3.21,10.8,"Medium","White"
6.4,3.43,12,"Medium","White"
8,3.2,10.3,"Medium","White"
6.8,3.05,9,"Medium","White"
7.7,3.19,12.2,"Medium","White"
6.9,3.39,9.9,"Medium","White"
6.8,3.05,9,"Medium","White"
7.7,3.19,12.2,"Medium","White"
6,3.2,10.1,"Medium","White"
6.5,3.31,9.3,"Medium","White"
9.1,3.1,9.5,"Medium","White"
5.9,3.43,9.2,"Medium","White"
6.8,3.27,11.7,"Medium","White"
7,3.35,11,"Medium","White"
7.1,3.37,9.6,"Medium","White"
7.1,3.37,9.6,"Medium","White"
8.3,2.99,11.9,"Medium","White"
6.8,3.25,10.8,"Medium","White"
7.2,3.38,10.1,"Medium","White"
7.9,3.25,10.9,"Medium","White"
7.2,3.38,10.1,"Medium","White"
5.5,3.27,10.4,"Medium","White"
7.1,3.05,9.2,"Medium","White"
7.7,3.27,9.6,"Medium","White"
7.7,3.27,9.6,"Medium","White"
7.5,3.1,9,"Medium","White"
6.5,3.4,11.5,"Medium","White"
8.2,3.17,10.2,"Medium","White"
7.2,3.4,9.9,"Medium","White"
7.2,3.44,9.6,"Medium","White"
6.4,3.1,10.6,"Medium","White"
7.1,3.05,9.2,"Medium","White"
6.8,3.24,11.8,"Medium","White"
7,3.18,12.2,"Medium","White"
7.7,3.27,9.6,"Medium","White"
7,3.2,10.6,"Medium","White"
7.5,3.27,10.3,"Medium","White"
9.8,3.12,10.2,"Medium","White"
7.8,3.11,10.7,"Medium","White"
7.9,3.05,11.7,"Medium","White"
8.5,3.01,12,"Medium","White"
7.4,3.52,10.6,"Medium","White"
6.3,3.3,12.2,"Medium","White"
6,3.47,11,"Medium","White"
6.8,3.23,12.4,"Medium","White"
9.9,2.77,9.4,"Medium","White"
8.5,3.01,12,"Medium","White"
8.4,2.96,11.6,"Medium","White"
7,3.18,9.4,"Medium","White"
7,3.18,9.4,"Medium","White"
7.4,3.14,9.1,"Medium","White"
7.4,3.14,9.1,"Medium","White"
7.4,3.14,9.1,"Medium","White"
7.4,3.14,9.1,"Medium","White"
7.4,3.14,9.1,"Medium","White"
6.9,3.23,9.2,"Medium","White"
7.6,3.15,9.2,"Medium","White"
7.4,3.14,9.1,"Medium","White"
7.4,3.14,9.1,"Medium","White"
6.9,3.23,9.2,"Medium","White"
6,3.25,9,"Medium","White"
7.6,3.15,9.2,"Medium","White"
7.7,3.22,10.8,"Medium","White"
8,3.4,9.5,"Medium","White"
7.4,3.11,11,"Medium","White"
6.6,3.24,10,"Medium","White"
6.3,3.22,9.5,"Medium","White"
6.4,3.29,10.1,"Medium","White"
7.5,3.19,9.5,"Medium","White"
6.5,3.08,9.5,"Medium","White"
6.8,3.11,9.5,"Medium","White"
6.4,3.35,9.4,"Medium","White"
7.1,2.92,9.4,"Medium","White"
7.6,3.31,12.7,"Medium","White"
9.2,3.09,9.7,"Medium","White"
7.9,3.27,9.7,"Medium","White"
7.1,2.92,9.4,"Medium","White"
6.4,3.35,9.4,"Medium","White"
6.8,3.11,9.5,"Medium","White"
7,3.1,11.7,"Medium","White"
7.3,3.09,11.7,"Medium","White"
7.1,3.16,9.7,"Medium","White"
6.6,3.24,9.5,"Medium","White"
6.4,3.25,9.1,"Medium","White"
6,3.23,10.3,"Medium","White"
7.1,3.16,9.7,"Medium","White"
7.8,3.21,9.9,"Medium","White"
7.6,3.22,9.9,"Medium","White"
7.7,3.26,10.2,"Medium","White"
8.9,3,12.1,"Medium","White"
6.6,3.15,11.3,"Medium","White"
7.1,3.19,11.4,"Medium","White"
7,3.17,12.2,"Medium","White"
7.4,3.18,9.9,"Medium","White"
6.9,3.63,10.3,"Medium","White"
7,3.17,12.2,"Medium","White"
7.4,3.52,10.4,"Medium","White"
7.1,3.19,11.4,"Medium","White"
8.5,3.13,9.9,"Medium","White"
7.8,3.32,10,"Medium","White"
8.1,3.21,11.5,"Medium","White"
7.7,3.44,10.5,"Medium","White"
6.5,3.28,12.5,"Medium","White"
7,2.98,10.5,"Medium","White"
8.5,3.13,9.9,"Medium","White"
8,3.06,11.4,"Medium","White"
6.9,3.42,9.8,"Medium","White"
8,3.06,11.4,"Medium","White"
7.6,3.03,9.2,"Medium","White"
7.7,3.08,8.9,"Medium","White"
7.7,3.07,8.9,"Medium","White"
7.1,2.92,9.5,"Medium","White"
6.9,3.21,11.5,"Medium","White"
7.1,2.92,9.5,"Medium","White"
6.9,3.21,11.5,"Medium","White"
8.4,2.96,9.5,"Medium","White"
6.5,3.35,9.7,"Medium","White"
7.2,3.17,9.7,"Medium","White"
6.9,3.32,9.5,"Medium","White"
7.1,3.16,9.4,"Medium","White"
6.4,3.13,9,"Medium","White"
6.1,3.6,10.6,"Medium","White"
6.9,3.32,9.5,"Medium","White"
7.2,3.16,9.1,"Medium","White"
7.1,3.16,9.4,"Medium","White"
6.1,3.05,8.8,"Medium","White"
6.7,3.54,10.4,"Medium","White"
7,3.13,8.9,"Medium","White"
7.5,3.16,10.6,"Medium","White"
6.4,3.13,9,"Medium","White"
6.1,3.6,10.6,"Medium","White"
7.4,3.28,10.6,"Medium","White"
6.3,3.23,9,"Medium","White"
9.2,3.08,8.8,"Medium","White"
7.4,3.54,10.5,"Medium","White"
7.2,3.16,9.5,"Medium","White"
6.3,3.23,9,"Medium","White"
6.2,3.14,10.4,"Medium","White"
7.3,3.38,10,"Medium","White"
7.1,2.97,10.4,"Medium","White"
7.2,3.11,9,"Medium","White"
7.6,3.24,9.3,"Medium","White"
7.2,3.11,9,"Medium","White"
7.6,3.24,9.3,"Medium","White"
6.5,3.18,9,"Medium","White"
8.5,3.06,11.5,"Medium","White"
6.9,3.11,9,"Medium","White"
6.6,3.52,10.4,"Medium","White"
6.9,3.11,9,"Medium","White"
9.4,3.08,10.6,"Medium","White"
6.6,3.52,10.4,"Medium","White"
6.3,3.47,8.5,"Medium","White"
8.5,3.07,9.3,"Medium","White"
7.3,3.53,10.5,"Medium","White"
6.7,3.39,9.9,"Medium","White"
6.2,3.4,10.4,"Medium","White"
6.1,3.35,10.1,"Medium","White"
7.3,3.53,10.5,"Medium","White"
7.5,3.04,9.2,"Medium","White"
6.7,3.17,9.4,"Medium","White"
7.4,3.53,10.6,"Medium","White"
6.7,3.17,9.4,"Medium","White"
7.1,3.08,8.7,"Medium","White"
6.4,3.61,10.2,"Medium","White"
6.3,3.61,10.3,"Medium","White"
7.4,3.06,9.5,"Medium","White"
7.4,3.06,9.5,"Medium","White"
7.4,3.06,9.5,"Medium","White"
7.4,3.06,9.5,"Medium","White"
6.6,3.17,9.4,"Medium","White"
6.7,3.17,9.4,"Medium","White"
7.4,3.06,9.5,"Medium","White"
7.3,3.16,12.6,"Medium","White"
7.4,3.52,10.5,"Medium","White"
8.6,3.1,10.8,"Medium","White"
6.5,3.18,9.9,"Medium","White"
7.3,3.16,12.6,"Medium","White"
7,3.38,12.2,"Medium","White"
7.5,3.23,10,"Medium","White"
6.9,3.29,10.6,"Medium","White"
6.5,3.24,9.5,"Medium","White"
6.3,3.34,12.8,"High","White"
7,3.38,12.2,"Medium","White"
7.3,3.34,12.6,"Medium","White"
6.6,3.45,9.4,"Medium","White"
6,3.21,9,"Medium","White"
6.9,3.23,9.1,"Medium","White"
7.5,3.06,9.4,"Medium","White"
7,3.33,12.2,"Medium","White"
5.6,3.21,10,"Medium","White"
6.8,2.93,9.2,"Medium","White"
9.4,3.11,9.3,"Medium","White"
8.1,3.14,9.8,"Medium","White"
6.8,2.93,9.2,"Medium","White"
7,3.34,12,"Medium","White"
9.4,3.11,9.3,"Medium","White"
6.8,3.33,12.6,"Medium","White"
7,3.31,12.2,"Medium","White"
7.7,3.4,11,"Medium","White"
7.4,3.25,12,"Medium","White"
7.5,3.16,8.8,"Medium","White"
7.5,3.17,8.9,"Medium","White"
6.6,3.59,12.7,"Medium","White"
8,3.1,11.8,"Medium","White"
4.6,3.79,10.2,"Medium","White"
6.1,3.24,9.9,"Medium","White"
7.6,3.35,11.1,"Medium","White"
6.9,3.22,9.4,"Medium","White"
7,3.13,9.7,"Medium","White"
6.9,3.11,9.7,"Medium","White"
7,3.13,9.7,"Medium","White"
6.9,3.11,9.7,"Medium","White"
7.6,3.19,9.8,"Medium","White"
7.5,3.25,9.3,"Medium","White"
7.5,2.95,10.5,"Medium","White"
6.3,3.47,9.3,"Medium","White"
6.8,3.45,12.6,"High","White"
7.5,3.44,8.9,"Medium","White"
8.3,3.18,10.3,"Medium","White"
6.8,3.29,10.6,"Medium","White"
6.5,3.15,9,"Medium","White"
7.2,3.48,9.7,"Medium","White"
7,3.22,9.5,"Medium","White"
7.7,3.49,10.3,"Medium","White"
7.2,3.48,9.7,"Medium","White"
7.7,3.21,12.3,"High","White"
6.7,3.4,10.5,"Medium","White"
7,3.22,9.5,"Medium","White"
8.1,3.11,10,"Medium","White"
7.7,3.08,8.8,"Medium","White"
7.5,3,10.9,"Medium","White"
8.3,2.95,12.2,"Medium","White"
7.9,3.06,9.5,"Medium","White"
7.9,3.47,10,"Medium","White"
7.9,3.11,9.6,"Medium","White"
6.1,3.13,8.7,"Medium","White"
7,3.39,10.7,"Medium","White"
6.5,3.43,11.1,"Medium","White"
7.6,3.25,12.5,"Medium","White"
7.1,3.3,10.4,"Medium","White"
8.9,3.2,11.5,"Medium","White"
7.4,3.05,9.4,"Medium","White"
6,3.03,9.3,"Medium","White"
8.1,3.17,10.1,"Medium","White"
8.2,3.28,9.7,"Medium","White"
6.5,3.49,10.5,"Medium","White"
6.7,3.42,9.7,"Medium","White"
6.6,3.59,9.2,"Medium","White"
7.6,3.19,9.8,"Medium","White"
7.4,3.12,9,"Medium","White"
7.2,3.15,9.1,"Medium","White"
7.4,3.25,10.4,"Medium","White"
6.1,3.68,10.7,"Medium","White"
6.3,3.59,10.5,"Medium","White"
6.2,3.21,9.2,"Medium","White"
6,3.28,11.5,"Medium","White"
7.6,3.05,10.4,"Low","White"
7.2,3.3,12,"Medium","White"
