"Fixed Acidity","pH","Alcohol","Quality","Type"
6.7,3.55,9.95,3,"Red"
6.8,3.51,10.8,6,"Red"
7.5,3.36,11.4,6,"Red"
7.1,3.38,10.6,6,"Red"
7.9,3.28,11.1,5,"Red"
6.4,3.47,9.7,6,"Red"
7.1,3.44,9.8,5,"Red"
6.4,3.53,10.4,6,"Red"
6.4,3.33,10.5,6,"Red"
6.9,3.53,9.23333333333333,6,"Red"
6.9,3.53,9.25,6,"Red"
6.1,3.42,10.6,5,"Red"
6.5,3.38,10.3,6,"Red"
7.4,3.32,10.5,5,"Red"
6.6,3.44,10.2,5,"Red"
6.5,3.38,10.3,6,"Red"
6.9,3.39,9.05,4,"Red"
6.1,3.42,10.6,5,"Red"
6.8,3.34,10.4,5,"Red"
6,3.39,10,6,"Red"
6.7,3.33,9.7,5,"Red"
6.8,3.3,9.6,6,"Red"
7.1,3.29,10.8,6,"Red"
7.9,3.31,10.1,6,"Red"
7.1,3.42,10.2,6,"Red"
6.6,3.42,11.3,6,"Red"
6.1,3.6,10.2,5,"Red"
7.2,3.21,9.9,6,"Red"
8,3.39,9,5,"Red"
6.6,3.42,11.7,7,"Red"
7,3.36,9.7,6,"Red"
6.1,3.6,10.3,6,"Red"
5.4,3.5,10.2,6,"Red"
6.2,3.57,12,5,"Red"
7.2,3.46,9.9,5,"Red"
6.2,3.56,11.6,6,"Red"
7.4,3.4,10.9,7,"Red"
6.7,3.3,10.75,6,"Red"
11.1,3.25,10.4,6,"Red"
8.4,3.17,11.2,7,"Red"
6.5,3.36,10.1,6,"Red"
7,3.36,10.2,5,"Red"
6.3,3.55,12.1,5,"Red"
11.2,3.1,10.4,5,"Red"
7.4,3.24,11.4,8,"Red"
7.1,3.45,9.5,5,"Red"
7.1,3.44,9.4,5,"Red"
6.3,3.51,11.3,6,"Red"
7.3,3.41,9.4,5,"Red"
6.6,3.54,11,6,"Red"
7,3.44,10.55,7,"Red"
6.6,3.53,9.9,5,"Red"
6.6,3.54,11,6,"Red"
6.9,3.22,9.5,5,"Red"
7.8,3.21,9.9,5,"Red"
7.8,3.21,9.9,5,"Red"
7.8,3.21,9.9,5,"Red"
7.2,3.29,10.1,5,"Red"
7.2,3.29,10.1,5,"Red"
7.2,3.29,10.1,5,"Red"
6.7,3.39,10.9,6,"Red"
6.7,3.34,11.2,6,"Red"
7.2,3.29,10.1,5,"Red"
7,3.34,9.2,5,"Red"
6.2,3.48,11.5,6,"Red"
6.4,3.37,12.4,6,"Red"
6.4,3.44,11.1,6,"Red"
7.3,3.33,9.5,5,"Red"
6,3.58,12.5,6,"Red"
5.6,3.39,10.5,6,"Red"
7.5,3.26,11.8,6,"Red"
8,3.3,10.8,6,"Red"
6.2,3.54,11.9,6,"Red"
6.8,3.42,11.3,6,"Red"
6.2,3.54,11.3,5,"Red"
7.4,3.36,11.9,6,"Red"
6.2,3.54,11.3,5,"Red"
6.1,3.57,11.9,5,"Red"
6.2,3.33,9.8,5,"Red"
6.7,3.29,11.6,7,"Red"
7.2,3.3,11.5,6,"Red"
7.5,3.34,11.4,6,"Red"
5.8,3.55,10.9,6,"Red"
7.2,3.27,12.8,6,"Red"
6.6,3.29,9.2,5,"Red"
6.3,3.32,11.6,6,"Red"
5.4,3.67,11.6,6,"Red"
6.3,3.42,11,6,"Red"
6.8,3.42,9.5,6,"Red"
6.2,3.45,10.5,5,"Red"
5.9,3.52,11.2,6,"Red"
6.3,3.42,11,6,"Red"
5.9,3.57,10.2,5,"Red"
6,3.39,11,6,"Red"
7,3,8.8,6,"White"
6.3,3.3,9.5,6,"White"
8.1,3.26,10.1,6,"White"
7.2,3.19,9.9,6,"White"
7.2,3.19,9.9,6,"White"
8.1,3.26,10.1,6,"White"
6.2,3.18,9.6,6,"White"
7,3,8.8,6,"White"
6.3,3.3,9.5,6,"White"
8.1,3.22,11,6,"White"
8.1,2.99,12,5,"White"
8.6,3.14,9.7,5,"White"
7.9,3.18,10.8,5,"White"
6.6,3.54,12.4,7,"White"
8.3,2.98,9.7,5,"White"
6.6,3.25,11.4,7,"White"
6.3,3.24,9.6,6,"White"
6.2,3.33,12.8,8,"White"
7.4,3.12,11.3,6,"White"
6.5,3.22,9.5,5,"White"
6.2,3.33,12.8,8,"White"
6.4,3.17,11,7,"White"
6.8,3.47,10.5,8,"White"
7.6,3.05,9.3,5,"White"
6.6,3.42,10,6,"White"
7,3.25,10.4,6,"White"
6.9,3.45,10,6,"White"
7,3.38,10.5,6,"White"
7.4,3.19,11.6,6,"White"
7.2,3.1,12.3,7,"White"
8.5,3.2,10,6,"White"
8.3,3.47,10.2,6,"White"
7.4,3.19,10.8,6,"White"
6.2,3.42,9,6,"White"
5.8,3.37,10.2,5,"White"
7.3,3.19,12.8,5,"White"
6.5,3.24,10,5,"White"
7,3.13,11.2,6,"White"
7.3,3.21,8.6,5,"White"
7.3,3.21,8.6,5,"White"
6.7,3.11,9.4,6,"White"
6.7,3.1,9.4,6,"White"
7,3.13,9.8,6,"White"
6.6,3.22,9.5,6,"White"
6.7,3.24,9.5,6,"White"
7.4,3.16,10,7,"White"
6.2,3.27,9.8,4,"White"
6.2,3.25,9.8,5,"White"
7,3.13,9.8,6,"White"
6.9,3.36,9.8,5,"White"
7.2,3.35,11.7,6,"White"
6.6,3.34,11,7,"White"
6.2,3.32,10.9,7,"White"
6.4,3.31,10.9,6,"White"
6.8,3.05,9.1,6,"White"
6.9,3.13,11,6,"White"
7.2,3.09,9.6,6,"White"
6,3.3,8.9,6,"White"
6.6,3.11,10.2,6,"White"
7.4,3.36,9.9,6,"White"
6.8,3.03,8.6,6,"White"
6,3.3,8.9,6,"White"
7,3.02,10.5,5,"White"
6.6,3.11,10.2,6,"White"
7.2,3.15,10.3,6,"White"
6.2,3.22,9.1,5,"White"
6.4,3.22,12.6,7,"White"
6.7,3.14,9.8,5,"White"
6.7,3.33,10.7,8,"White"
7.4,3.13,9.5,5,"White"
6.2,3.1,9,6,"White"
6.8,3.32,9.5,5,"White"
6,3.69,10,5,"White"
8.6,2.95,9.1,6,"White"
6.7,3.33,10.7,8,"White"
7.4,3.13,9.5,5,"White"
7.1,3.26,12.7,7,"White"
7,3.31,12,7,"White"
7.4,2.94,9.3,5,"White"
6.7,3.27,9,5,"White"
6.8,3.39,10.6,6,"White"
7.1,3.21,9.2,6,"White"
7.1,3.17,10,5,"White"
7.3,3.33,9.5,6,"White"
7.1,3.11,8.7,5,"White"
7.1,3.12,8.7,6,"White"
7.2,3.09,8.7,6,"White"
6.8,3.22,9.7,6,"White"
7.1,3.11,8.7,5,"White"
7.1,3.12,8.7,6,"White"
7.2,3.09,8.7,6,"White"
6.1,3.12,9,5,"White"
6.9,3.26,12.6,7,"White"
6.9,3.25,12.6,7,"White"
7.5,3.21,11.5,7,"White"
7.1,3.04,9.2,6,"White"
6,3.14,8.8,6,"White"
8.6,2.95,11.4,7,"White"
9.8,2.89,10.1,4,"White"
6,3.14,8.8,6,"White"
7.4,3,9.1,5,"White"
7.1,3.4,9.4,5,"White"
6,3.34,9.4,5,"White"
7.5,2.99,9,5,"White"
7.4,3,9.1,5,"White"
7.3,3.2,9.2,6,"White"
7.1,3.4,9.4,5,"White"
7.1,3.16,9.1,6,"White"
7.1,3.16,9.1,6,"White"
6.9,3.27,10.3,5,"White"
6.5,2.89,8.8,6,"White"
7.2,3.04,8.9,5,"White"
7.2,3.01,9.2,5,"White"
6.7,3.22,9.1,5,"White"
6.7,3.22,9.1,5,"White"
5.5,3.63,9.7,4,"White"
6,3.31,11.3,6,"White"
7,3.19,11.8,6,"White"
7.2,3.01,9.2,5,"White"
7.3,3.04,9.2,5,"White"
5.9,3.22,10.2,5,"White"
7.8,3.01,8.8,5,"White"
7.4,3.29,9.7,5,"White"
6.9,3.29,9.1,6,"White"
6.4,3.21,9.8,6,"White"
6.7,3.27,11,6,"White"
7.4,3.14,10.5,5,"White"
6.5,3.45,9.7,7,"White"
6.1,3.3,10.9,7,"White"
6.1,3.31,10.9,6,"White"
5.7,3.39,10.6,5,"White"
6.5,3.45,9.7,7,"White"
6.5,3.23,9,5,"White"
6.6,3.24,9.2,5,"White"
6.8,3.19,8.9,5,"White"
6.7,3.26,9.6,5,"White"
8.2,3.12,10.7,6,"White"
7.1,3.16,8.7,5,"White"
6.8,3.15,10.8,7,"White"
8.1,3.23,11.8,6,"White"
6.3,3.3,10.2,5,"White"
7.1,3.16,8.7,5,"White"
7.9,3.21,10.8,6,"White"
8.5,3.18,9.7,6,"White"
8.1,3.12,11.2,6,"White"
6.3,3,10.9,6,"White"
5.6,3.28,10.1,6,"White"
6.4,3.38,9,4,"White"
6.3,3.38,12,7,"White"
6.9,2.99,9.4,6,"White"
7.9,3.12,11.5,7,"White"
7.6,3.14,9.9,6,"White"
6.9,2.99,9.4,6,"White"
7.2,3.14,10.4,5,"White"
8.2,3.06,9.7,6,"White"
7.4,2.89,8.9,6,"White"
7.4,2.89,8.9,6,"White"
6.1,3.29,12.4,7,"White"
5.2,3.36,12.1,8,"White"
5.2,3.36,12.1,8,"White"
6.1,3.29,12.4,7,"White"
6.4,2.98,9.1,5,"White"
6.3,3.28,10.6,5,"White"
7.4,2.89,8.9,6,"White"
6.7,3.15,9.5,5,"White"
7,3.16,9.8,5,"White"
8.4,3.14,9.6,6,"White"
6.7,3.08,12.6,7,"White"
7.5,3.08,9.3,5,"White"
9.8,2.87,10,5,"White"
7.1,3.12,12.7,6,"White"
7.9,3.13,11,6,"White"
7.6,3.03,11.4,4,"White"
6.3,3.35,11.5,7,"White"
7.5,3.09,10.2,5,"White"
6.9,3.11,11.4,6,"White"
7.2,3.03,12.6,4,"White"
5.9,3.28,9.4,5,"White"
6,3.11,8.7,4,"White"
6.4,3.19,9.2,6,"White"
6.4,3.19,9.3,6,"White"
7.1,3.09,9.2,5,"White"
6.8,2.93,8.7,5,"White"
6.9,3.18,9.6,6,"White"
6.8,3.02,9.3,5,"White"
6.8,3.02,9.3,5,"White"
6.7,3.12,9.9,6,"White"
5.9,3.15,11,5,"White"
6.8,3.26,12.7,8,"White"
6.5,3.09,8.9,4,"White"
6.6,3.09,8.9,6,"White"
6.8,2.93,8.7,5,"White"
6.8,3.02,11.4,6,"White"
6.6,3.36,9.6,5,"White"
6.4,3.02,9.1,5,"White"
6.4,3.02,9.1,6,"White"
6.4,3.01,9.1,5,"White"
6.8,3.13,8.9,5,"White"
7.1,3.1,8.8,5,"White"
6.8,3.13,8.9,5,"White"
6.8,3.15,9.3,5,"White"
7.1,3.1,8.8,5,"White"
6.9,3.2,9.6,5,"White"
6.8,3.33,12,6,"White"
5.8,3.28,10.2,4,"White"
6.4,3.15,8.8,5,"White"
7,3.21,9.2,5,"White"
10.2,2.99,9.9,4,"White"
6.8,3.32,10.2,5,"White"
6.1,3.22,9.5,6,"White"
5.6,3.31,10.5,5,"White"
6.8,3.32,11.2,7,"White"
7,3.21,9.2,5,"White"
6.7,3.44,9.7,6,"White"
6.2,3.3,11.1,7,"White"
5.8,3.31,9.4,5,"White"
7.5,3.03,11,5,"White"
5.8,3.31,9.4,5,"White"
5.7,3.31,9.4,5,"White"
7.5,3.04,11,5,"White"
7.5,3.03,11,5,"White"
7.2,3,9.1,6,"White"
6.2,3.3,11.1,7,"White"
6.5,3.42,9.1,6,"White"
6.3,3.39,10.4,6,"White"
7.1,3.32,8.7,5,"White"
6.4,3.5,9.7,6,"White"
7.1,3.17,9.1,6,"White"
6.4,3.5,9.7,6,"White"
7.1,3.32,8.7,5,"White"
6.8,3.37,8.9,4,"White"
8.3,3.34,9.6,6,"White"
8.2,3.31,9.5,6,"White"
7.2,3.09,9,6,"White"
7.2,3.09,9,6,"White"
7.2,3.09,9,6,"White"
7.2,3.09,9,6,"White"
6.8,3.27,9.6,6,"White"
7,3.34,11.1,7,"White"
6.2,3.48,9.6,6,"White"
7.3,3.2,8.7,5,"White"
7.7,3.13,10.4,5,"White"
7.1,3.15,11.4,7,"White"
6.8,3.3,9.7,6,"White"
6.9,3.14,8.7,5,"White"
6.1,3.37,11.3,6,"White"
6.8,3.16,12.6,7,"White"
5.8,3.25,10.9,7,"White"
5.6,3.25,10.9,7,"White"
6.1,3.38,10,5,"White"
5.9,3.72,10,4,"White"
8.5,3.02,9.8,3,"White"
6.9,3.14,8.7,5,"White"
5.8,3.53,11.7,3,"White"
5.8,3.21,9.3,6,"White"
6.7,3.32,9.6,8,"White"
6.3,3.27,11,7,"White"
6.3,3.27,11,7,"White"
6.4,3.32,11.8,6,"White"
5.8,3.28,11.4,4,"White"
6.9,3.32,10.2,6,"White"
6.9,2.93,8.9,5,"White"
6.9,3.17,10.2,5,"White"
7.2,3.08,9.6,6,"White"
6.2,3.1,10.6,6,"White"
6.9,2.93,8.9,5,"White"
6.9,3.25,9.2,6,"White"
5.3,3.34,9.7,5,"White"
5.3,3.34,9.7,6,"White"
5.4,3.34,9.7,6,"White"
6.9,3.25,9.2,6,"White"
5.2,3.33,9.7,5,"White"
5.8,3.29,9.3,5,"White"
6.6,3.24,9,5,"White"
7,3.05,9.5,5,"White"
6.6,3.14,9.8,6,"White"
6.7,3.14,9.8,6,"White"
7.7,2.89,10.6,5,"White"
6.8,3.05,10.6,4,"White"
7,3.26,12.4,7,"White"
7,3.19,12.6,8,"White"
6.1,3.3,12.3,8,"White"
6.8,3.08,10.5,4,"White"
6.7,3.19,9.3,5,"White"
7.1,3.12,8.8,5,"White"
7.3,3.08,8.8,5,"White"
6.5,3.22,9.7,6,"White"
7.2,2.98,9,7,"White"
7.2,2.98,9,7,"White"
7.2,2.98,9,7,"White"
7.2,2.98,9,7,"White"
5.9,3.52,10.5,6,"White"
7.4,2.96,9.1,5,"White"
6.2,3.44,9.8,7,"White"
9.1,3.23,8.5,3,"White"
6.3,3.37,9.4,6,"White"
8.3,3.09,9.4,5,"White"
7.2,3.19,11.2,7,"White"
7.5,3.17,10,6,"White"
6.7,3.15,10.3,6,"White"
6.1,3.27,10.8,6,"White"
8.3,3.13,10.5,6,"White"
6.1,3.27,10.8,6,"White"
6,3.32,11.1,6,"White"
7.3,3.2,9.9,6,"White"
7.3,3.2,9.9,6,"White"
7.2,3.2,9.9,5,"White"
7.3,3.2,9.9,6,"White"
6.2,3.2,10.4,7,"White"
6.2,3.21,10.4,6,"White"
6.1,3.4,11.5,7,"White"
5,3.53,12.5,8,"White"
7.8,3.36,10,6,"White"
5.7,3.29,10,6,"White"
5.8,3.29,10,5,"White"
6.8,3.09,9.1,6,"White"
6.8,3.21,10.6,6,"White"
6.6,3.19,10.5,5,"White"
5.9,3.52,11.5,7,"White"
6.1,3.54,10.1,6,"White"
6,3.61,10.3,7,"White"
6.6,3.19,10.5,5,"White"
6.8,3.21,10.6,6,"White"
6.8,3.16,10.4,6,"White"
8.3,3.02,11.4,5,"White"
7.5,3.18,10.5,5,"White"
7.9,2.96,10,6,"White"
6.4,3.19,10,6,"White"
6.5,3.23,9.6,6,"White"
7.2,3.17,10.4,5,"White"
6.4,3.36,12.5,8,"White"
6.8,3.2,10.6,5,"White"
6.3,3.28,11.8,6,"White"
6.5,3.11,9.8,5,"White"
5.6,3.25,10.8,5,"White"
6.3,3.28,11.8,6,"White"
6.3,3.32,11.2,6,"White"
5.8,3.28,9.3,6,"White"
5.9,3.45,10.4,5,"White"
6.6,3.43,10.2,7,"White"
7.4,3.19,9,7,"White"
8,3.2,10,6,"White"
6.4,3.18,9.1,6,"White"
5.4,3.29,10,5,"White"
5.4,3.29,10,6,"White"
7.1,3.28,9.6,6,"White"
5.6,3.36,11.2,7,"White"
6.7,3.2,8.8,6,"White"
7.8,3.15,10,6,"White"
7.6,3.15,10,5,"White"
6.3,3.27,11.4,7,"White"
7.3,3.03,11.9,7,"White"
5.5,3.14,9.6,6,"White"
7.3,3.03,11.9,7,"White"
5.8,3.25,9.6,6,"White"
7.3,2.89,9,6,"White"
7.3,2.89,9,6,"White"
6.1,3.15,9.5,6,"White"
10,3,10.4,6,"White"
6.9,3.2,10.6,6,"White"
6.4,3.28,10.2,6,"White"
7.1,3.15,8.9,5,"White"
6.8,3.4,9.7,6,"White"
7.3,2.89,9,6,"White"
6.8,3.49,11.4,7,"White"
6,3.4,12.3,7,"White"
6,3.49,10.8,6,"White"
6.9,3.12,9.4,6,"White"
7.7,3.17,10.6,6,"White"
7.1,3.17,11.6,5,"White"
6.9,3.12,9.4,6,"White"
7.7,3.17,10.6,6,"White"
6.6,3.34,10,5,"White"
7.2,3.1,9.2,6,"White"
5.1,3.51,12.5,7,"White"
5.1,3.51,12.5,7,"White"
6.4,3.32,10.4,7,"White"
7.3,3.15,10,7,"White"
5.7,3.22,10,6,"White"
6.4,3.32,10.4,7,"White"
7.3,3.15,10,7,"White"
7.2,3.1,9,6,"White"
7.5,3.12,9.2,6,"White"
7.2,3.1,9.2,6,"White"
6,3.38,11.3,7,"White"
5.1,3.51,12.5,7,"White"
5,3.48,10.8,7,"White"
6.3,3.12,10.1,5,"White"
6.7,3.39,9.7,6,"White"
7,3.18,9.3,7,"White"
7,3.18,9.3,7,"White"
6.5,3.1,10.6,5,"White"
6.1,3.36,10.2,6,"White"
7.3,3.08,12.2,6,"White"
6.8,3.19,8.8,5,"White"
6.8,3.18,10,5,"White"
8.2,3.09,11.4,5,"White"
6.3,3.46,11.4,6,"White"
5.9,3.35,9.4,5,"White"
6.4,3.3,11.7,6,"White"
6.3,3.46,11.4,6,"White"
6.8,3.19,8.8,5,"White"
6.1,3.23,9.2,5,"White"
7.1,3.07,8.7,5,"White"
6.8,3.24,12.6,6,"White"
6.8,3.18,10,5,"White"
5.8,3.39,12.8,7,"White"
6.9,3.17,9.4,5,"White"
6.3,3.26,10.3,6,"White"
8.2,3.09,11.4,5,"White"
7.2,2.97,9,6,"White"
7.3,3.3,9.6,6,"White"
7.2,3.16,10.5,5,"White"
7.2,3.16,10.5,5,"White"
7.2,2.97,9,6,"White"
7.3,3.3,9.6,6,"White"
7.4,3.19,9.8,6,"White"
6.8,3.1,9,5,"White"
7.4,3.19,9.8,6,"White"
7.4,3.31,10.5,6,"White"
7,3.16,12.7,7,"White"
7,3.25,10.4,6,"White"
7,3.25,10.4,6,"White"
7,3.25,10.4,6,"White"
6.9,3.34,10.5,7,"White"
7,3.25,10.4,6,"White"
7,3.25,10.4,6,"White"
6.8,3.09,9.4,5,"White"
7.8,3.06,9.1,5,"White"
7.1,3.1,9.3,5,"White"
6.8,3.09,9.4,5,"White"
6.4,3.21,9.8,5,"White"
7.4,3.18,9.9,7,"White"
7.2,3.07,9.2,4,"White"
7,3.35,12.1,8,"White"
6.9,3.38,12.2,7,"White"
6.1,3.27,9.8,5,"White"
6.6,3.35,12.4,8,"White"
7.4,3.18,9.9,7,"White"
6.2,3.26,9.2,5,"White"
6.7,3.29,11.6,7,"White"
6.1,3.3,10.4,6,"White"
6,3.43,12.9,8,"White"
6.6,3.26,9.3,6,"White"
6.9,3.2,11,6,"White"
7.1,3.24,11.5,3,"White"
5.8,3.53,12.4,5,"White"
6.5,3.44,9.8,6,"White"
6.5,3.44,9.8,6,"White"
6.4,3.48,10.5,7,"White"
7.2,3.03,9.1,5,"White"
6.1,3.24,10.1,5,"White"
5.9,3.46,10.6,7,"White"
6,3.41,10.5,7,"White"
6.4,3.48,10.5,7,"White"
6.4,3.44,9.8,6,"White"
6.3,3.3,12.9,7,"White"
7.1,2.95,9.5,5,"White"
6,3.29,9.8,6,"White"
6.1,3.37,8.5,5,"White"
7.1,2.95,9.5,5,"White"
7,3.22,9.3,5,"White"
5.9,3.35,9.5,5,"White"
6.8,3.17,9.4,6,"White"
7.2,3.16,8.7,5,"White"
6.3,2.95,8.9,5,"White"
7,3.22,9.4,6,"White"
6.8,3.17,9.4,6,"White"
7.2,3.16,8.7,5,"White"
7.2,3.09,9.6,5,"White"
8.6,3,9.3,6,"White"
6.5,3.14,10,5,"White"
6.6,3.25,12.5,6,"White"
7,3.36,9.6,7,"White"
5.5,3.24,9.4,6,"White"
7,3.03,9.5,5,"White"
7.4,2.99,12.4,7,"White"
7,3.11,10.5,6,"White"
7.1,2.97,9.2,6,"White"
6.3,3.32,10.4,6,"White"
6.7,3.22,9.2,5,"White"
5.9,3.33,10.6,6,"White"
5.8,3.34,9.5,5,"White"
6.7,3.22,9.2,5,"White"
6.2,3.29,9.6,5,"White"
6.2,3.47,9.7,6,"White"
6,3.46,9.7,6,"White"
6.6,3.1,10.7,6,"White"
7.4,3.34,10.5,6,"White"
7.4,3.13,8.9,6,"White"
7,3.09,12.1,6,"White"
7.1,3.25,12.7,7,"White"
7.8,3.18,9.9,6,"White"
6.3,3.2,11.4,6,"White"
6.8,3.37,10.7,6,"White"
5.7,3.33,12.5,6,"White"
7.2,3.08,8.6,4,"White"
6.8,3.29,12.5,6,"White"
5.7,3.27,10,5,"White"
7.2,3.08,8.6,4,"White"
7.2,3.08,9.5,6,"White"
6.8,3.12,9.6,6,"White"
6.4,3.2,9.9,6,"White"
6.5,3.19,9.9,5,"White"
7.8,3.06,8.9,6,"White"
7.8,3.06,8.9,6,"White"
7.3,3.01,8.8,5,"White"
6,3.64,10,7,"White"
5.9,3.44,12,6,"White"
6,3.64,10,7,"White"
6.7,3.21,10,6,"White"
7.8,3.11,12.1,6,"White"
7.3,3.16,11,6,"White"
7.4,3.21,11.2,6,"White"
7.8,3.17,10.3,7,"White"
6.1,3.37,10.4,6,"White"
6.8,3.08,9.1,5,"White"
7.4,3,10.4,6,"White"
5.9,3.43,10.8,6,"White"
7.2,3.19,11.7,5,"White"
7.9,3.05,9.8,5,"White"
7.9,3.05,9.8,5,"White"
6.9,3.03,11.4,6,"White"
5.8,3.03,11.2,6,"White"
5.6,3.37,11.4,5,"White"
5.9,3.09,9.2,6,"White"
7.2,3.04,12.5,4,"White"
6.1,3.36,12.6,6,"White"
5.2,3.44,12.2,6,"White"
5.6,3.56,11.2,6,"White"
6.4,3.43,9.7,6,"White"
6.4,3.06,9.3,5,"White"
7.4,3.01,9,6,"White"
7.4,3.01,9,6,"White"
7.4,3.01,9,6,"White"
7.9,3.09,9.1,5,"White"
7.9,3.09,9.1,5,"White"
7.4,3.01,9,6,"White"
6.1,3.31,10.4,5,"White"
6.8,3.37,9.5,6,"White"
6.7,3.46,11.4,4,"White"
7.2,3.16,8.7,5,"White"
5.5,3.34,9.9,6,"White"
6.7,3.22,9.9,6,"White"
6.8,3.21,9,6,"White"
6.4,3.49,10,6,"White"
6.3,3.49,9.7,6,"White"
7.7,3.3,11.8,6,"White"
6.5,3.49,10.2,7,"White"
7.2,3.16,8.7,5,"White"
7,3.07,9.6,7,"White"
9.2,2.93,11.3,7,"White"
7.8,3,12.1,7,"White"
7,3.07,9.6,7,"White"
7.8,3,12.1,7,"White"
9.2,2.93,11.3,7,"White"
8.4,2.98,9.4,5,"White"
6.1,3.32,10.4,6,"White"
5.9,3.25,9.5,5,"White"
7.2,3.01,12.3,6,"White"
6.7,3.12,9.9,7,"White"
5.9,3.24,10.1,5,"White"
7.7,3.09,9.2,6,"White"
7.4,3.08,10.4,7,"White"
6.8,3.2,9.1,5,"White"
7.8,3.12,10,6,"White"
7.2,3.13,11.5,6,"White"
6,3.08,9.8,5,"White"
6.1,3.08,9.8,6,"White"
6.5,3.19,9.4,6,"White"
7.4,3.05,8.7,5,"White"
6.5,3.32,11.6,7,"White"
6.7,3.04,8.8,5,"White"
7.2,3.16,12.7,7,"White"
7.4,3.17,11.7,7,"White"
8.2,3.13,10.2,6,"White"
8.2,3.13,10.2,6,"White"
7.1,3.15,12.7,7,"White"
6.5,3.32,11.6,7,"White"
6,3.38,12.3,7,"White"
7.4,3.05,8.7,5,"White"
5.7,3.35,9.4,5,"White"
7.3,3.13,10.1,6,"White"
7.4,2.86,9.7,6,"White"
6.6,3.42,10.1,7,"White"
7.4,2.86,9.7,6,"White"
7.4,3.13,8.9,6,"White"
6.1,3.47,10.8,7,"White"
6.9,3.42,10.8,7,"White"
7,3.19,9.5,6,"White"
7.1,2.94,9.1,5,"White"
7.3,3.32,10.9,6,"White"
6.9,3.2,9.4,5,"White"
6.4,2.97,10.8,5,"White"
6.4,2.97,10.8,5,"White"
6.3,3.45,10.5,7,"White"
6.9,3.2,9.4,5,"White"
7,3.17,10.8,6,"White"
5.9,3.35,10.5,8,"White"
6.9,3.08,11.5,7,"White"
6.7,3.11,9.4,6,"White"
7.2,2.88,10.8,6,"White"
6.4,2.97,10.8,5,"White"
6.4,2.97,10.8,5,"White"
6.3,2.99,9.8,6,"White"
6.3,2.99,9.8,6,"White"
7.3,3.43,9.6,5,"White"
7.3,3.43,9.6,5,"White"
6.1,3.34,9.5,5,"White"
7.4,3.48,10.7,6,"White"
6.5,3.25,12.4,8,"White"
7.4,3.09,11.1,6,"White"
7.5,2.99,8.8,5,"White"
7.5,3,8.7,5,"White"
7.5,3,8.7,5,"White"
7.5,2.99,8.8,5,"White"
7.8,3.21,11.7,7,"White"
7.8,3.23,10.9,6,"White"
7.7,3.23,10.8,6,"White"
7.4,3.12,9.6,6,"White"
6.5,3.18,9,5,"White"
6.5,2.85,9,5,"White"
5.3,3.36,10.4,6,"White"
7.2,3.23,11.4,5,"White"
6,3.26,9.3,5,"White"
6.2,3.33,11,8,"White"
7.6,3.32,9.1,4,"White"
7,3.23,9.4,6,"White"
7,3.23,9.4,6,"White"
5.8,3.18,10.5,6,"White"
7,3.22,8.8,5,"White"
7,3.22,8.8,5,"White"
6.9,3.26,10.7,6,"White"
6,3.33,9.5,5,"White"
6.1,3.43,10.9,6,"White"
5.9,3.49,10.8,6,"White"
6.2,3.41,10.8,7,"White"
7.4,3.1,9.2,5,"White"
5.6,3.3,10.3,5,"White"
5.8,3.3,10.3,5,"White"
5.6,3.34,11,7,"White"
6.1,3.25,9,4,"White"
6.3,3.36,10.4,6,"White"
6.4,3.31,9.5,5,"White"
6.4,3.31,9.5,5,"White"
6.3,3.24,9,5,"White"
6.5,3.09,9.5,4,"White"
7.4,3.16,9,6,"White"
6,3.16,10,5,"White"
7.1,3.07,9.1,7,"White"
7.1,3.07,9.1,7,"White"
7.1,3.07,9.1,7,"White"
7.1,3.07,9.1,7,"White"
5.9,3.34,9.5,6,"White"
6.5,3.33,11.4,7,"White"
7.7,3.11,12.2,6,"White"
9,3.04,11.3,6,"White"
7.3,3.25,10.2,5,"White"
6.6,3.24,11.3,5,"White"
6.8,3.15,10,4,"White"
7.1,3.15,9.4,5,"White"
6.8,3.37,12.2,7,"White"
7,3.4,9.2,4,"White"
7.1,3.15,9.4,5,"White"
7.1,3.35,9.6,6,"White"
7.8,3.28,9.5,5,"White"
6.8,3.35,12.5,6,"White"
7.1,3.35,9.6,6,"White"
6.1,3.35,10,6,"White"
6.4,3.18,9.3,5,"White"
7.8,3.14,9.3,6,"White"
6.6,3.29,11.6,6,"White"
7.1,3.38,12.5,8,"White"
6.7,3.36,10.6,6,"White"
6.4,3.08,9.4,5,"White"
6.1,3.19,9.1,6,"White"
5.9,3.23,9,6,"White"
5.8,3.42,11.8,7,"White"
5.8,3.42,11.8,7,"White"
5.7,3.42,11.8,7,"White"
6.7,3.17,10,5,"White"
6.8,3.06,9.7,5,"White"
5.9,3.24,9.5,6,"White"
6.4,3.12,9.4,5,"White"
8.1,3.03,11.2,5,"White"
6.2,3.25,9,5,"White"
6.8,3.3,10.7,7,"White"
6.8,3.08,9,4,"White"
7.2,3.14,9.1,6,"White"
6.7,3.26,10.8,7,"White"
6.9,3.31,10.1,4,"White"
6.1,3.17,9.9,6,"White"
6,3.17,9.8,5,"White"
5.9,3.17,9.8,5,"White"
7.6,3.16,9.5,6,"White"
6.3,3.23,9.5,5,"White"
6.7,3.23,11.1,6,"White"
7.5,3.06,9.5,5,"White"
